Ano;Mês;UF;IMPOSTO SOBRE IMPORTAÇÃO;IMPOSTO SOBRE EXPORTAÇÃO;IPI - FUMO;IPI - BEBIDAS;IPI - AUTOMÓVEIS;IPI - VINCULADO À IMPORTACAO;IPI - OUTROS;IRPF;IRPJ - ENTIDADES FINANCEIRAS;IRPJ - DEMAIS EMPRESAS;IRRF - RENDIMENTOS DO TRABALHO;IRRF - RENDIMENTOS DO CAPITAL;IRRF - REMESSAS P/ EXTERIOR;IRRF - OUTROS RENDIMENTOS;IMPOSTO S/ OPERAÇÕES FINANCEIRAS;IMPOSTO TERRITORIAL RURAL;IMPOSTO PROVIS.S/ MOVIMENT. FINANC. - IPMF;CPMF;COFINS;COFINS - FINANCEIRAS;COFINS - DEMAIS;CONTRIBUIÇÃO PARA O PIS/PASEP;CONTRIBUIÇÃO PARA O PIS/PASEP - FINANCEIRAS;CONTRIBUIÇÃO PARA O PIS/PASEP - DEMAIS;CSLL;CSLL - FINANCEIRAS;CSLL - DEMAIS;CIDE-COMBUSTÍVEIS (parc. não dedutível);CIDE-COMBUSTÍVEIS;CONTRIBUIÇÃO PLANO SEG. SOC. SERVIDORES;CPSSS - Contrib. p/ o Plano de Segurid. Social Serv. Público;CONTRIBUICÕES PARA FUNDAF;REFIS;PAES;RETENÇÃO NA FONTE - LEI 10.833 Art. 30;PAGAMENTO UNIFICADO;OUTRAS RECEITAS ADMINISTRADAS;DEMAIS RECEITAS;RECEITA PREVIDENCIÁRIA;RECEITA PREVIDENCIÁRIA - PRÓPRIA;RECEITA PREVIDENCIÁRIA - DEMAIS;ADMINISTRADAS POR OUTROS ÓRGÃOS
2002;Maio;MA;1840439;171;753345;2497710;0;1355983;1015131;2478146;471;4711297;3277354;234559;22187;516889;227378;127457;;742119;9573691;;;4039011;;;1885273;;;;;3400837;;48335;;;;;58034813;;;;;
2002;Maio;MT;2294558;165808;879922;3647962;0;132759;715973;3554230;3108;6222271;5403604;45583;102141;481651;90067;749433;;2098250;19251206;;;7568126;;;4720576;;;;;5418857;;163789;;;;;507209;;;;;
2002;Maio;MS;927801;8632;1024050;30925;0;494212;816502;5655211;159;5194720;3197238;35462;2355;341785;130529;304499;;594509;12966701;;;2978761;;;2765323;;;;;1797420;;1841;;;;;407357;;;;;
2002;Maio;MG;32491090;191722;11069896;10661289;62905142;14750437;58528736;33760786;3121568;89855968;76234983;15533122;22998315;15744155;6542786;760415;;18400253;256290053;;;58923930;;;59881576;;;;;26206478;;9296185;;;;;5033501;;;;;
2002;Maio;PA;4431108;6408;2342730;57337;0;3122251;962788;4547809;2315219;11065468;10396029;890584;492967;1563044;421939;154204;;3489738;25078520;;;8576602;;;4466436;;;;;7337684;;42641;;;;;560856;;;;;
2002;Maio;PB;488561;0;1574020;1113842;0;353296;2087543;3446586;1615;2959159;6341430;48984;112335;354784;233644;35458;;119842;12644507;;;3299214;;;3060189;;;;;8287571;;24244;;;;;481416;;;;;
2002;Maio;PR;44553008;978054;2050166;5664553;31714734;19756788;35786787;27811590;2122639;58410202;67755296;43684595;7848341;6748544;12352001;514096;;87258523;175999205;;;38306547;;;24821553;;;;;10331805;;518771;;;;;9615208;;;;;
2002;Maio;PE;8268049;80007;4898823;5927546;17;3434593;11655158;14506712;166096;17302802;19168602;12674480;706448;2892854;1074746;168821;;2427792;53389981;;;15433791;;;9641634;;;;;7131673;;233242;;;;;17542838;;;;;
2002;Maio;PI;232667;49351;66373;1964257;0;141206;359599;2317941;188246;3360292;3420714;81498;21751;225121;139364;62813;;249724;7670658;;;2782555;;;2013156;;;;;2805047;;7675;;;;;118737;;;;;
2002;Maio;RJ;45219764;4826;19480130;20426020;14880015;31206797;46713485;88035876;70395952;796372264;306104428;242968578;57856231;36117952;21831873;590249;;33165786;490160547;;;117017767;;;200707292;;;;;48718259;;2994399;;;;;1091708382;;;;;
2002;Maio;RN;1824341;20024;1572305;916026;141;1069363;792299;3227879;6916;4009449;4164316;177752;356028;591184;26134;2791;;85748;13134585;;;4634340;;;2161421;;;;;5319871;;23078;;;;;60219;;;;;
2002;Maio;RS;23897999;1110710;21778295;9591087;12884247;20478952;56159670;38172749;4008953;89396636;71353200;20862484;3322227;12489408;7882470;731648;;39342920;222108918;;;47453219;;;29735800;;;;;19081602;;5633477;;;;;112513113;;;;;
2002;Maio;RO;416503;0;616279;0;205;14119;114345;1770309;321;2060805;2078822;51853;7267;390543;10354;165797;;341646;6617893;;;1631970;;;1888432;;;;;4283991;;7674;;;;;154161;;;;;
2002;Maio;RR;5356;0;279084;0;0;0;4304;627276;5633;546648;860557;16568;0;598;13146;22853;;10371;1399214;;;726807;;;410511;;;;;3183367;;216;;;;;55602;;;;;
2002;Maio;SC;11529380;20475;11134557;3851129;1474;9293574;24801014;14508184;320868;35898947;28448238;4756495;1924362;4155992;2062580;154912;;8981200;107449354;;;22988392;;;21130308;;;;;7646337;;16679;;;;;1009651;;;;;
2002;Maio;SP;302788059;1642037;48570970;49290656;101595652;187915670;393039227;189328146;104185645;554690084;644939470;687345644;186818612;97689305;253162704;1374126;;1137580610;1508817099;;;376515151;;;232825228;;;;;29630781;;10340068;;;;;75345368;;;;;
2002;Maio;SE;1295283;2756;1005662;3455774;0;1076671;1624661;6654637;255184;3614033;3785256;520308;11505;259509;379045;24238;;1545456;17543082;;;2411769;;;1237014;;;;;2275393;;1791;;;;;104811;;;;;
2002;Maio;TO;0;0;337727;37842;0;0;501779;727539;152;776842;349434;26215;108;81999;3049;110317;;25374;3942407;;;1160950;;;755961;;;;;697523;;1154;;;;;93196;;;;;
2002;Junho;AC;384;0;293254;0;0;0;33739;601955;512;440441;806271;56701;1464;46866;5857;8018;;17942;1730319;;;741747;;;343898;;;;;1380113;;492;;;;;50968;;;;;
2002;Junho;AL;556944;0;1223158;627584;0;336474;560931;2211362;0;2879429;4714628;228341;128221;475085;58991;26664;;192024;6867819;;;1496175;;;1353755;;;;;4998221;;569;;;;;169013;;;;;
2002;Junho;AP;6906;0;177067;0;0;2635;3978;492717;0;30376;2998419;13985;0;44177;0;6356;;0;2409650;;;715631;;;267288;;;;;7613417;;234;;;;;34264;;;;;
2002;Junho;AM;12210299;0;1300660;2291209;345;3073245;1060419;3883364;40261;18470783;15048310;681969;2578235;1492972;1617677;23811;;818965;81344662;;;20614899;;;14553726;;;;;6111175;;39688;;;;;4873646;;;;;
2002;Junho;BA;14297797;23985;4306071;9604709;0;22647652;21631844;8080265;1761329;31640880;21987394;11268654;1849072;3443908;2623241;367536;;13060501;86183769;;;24418112;;;17121750;;;;;12444887;;154797;;;;;1036004;;;;;
2002;Junho;CE;5057075;32;3765705;3283919;6063;2192214;3089500;6522263;632489;39758257;14099544;1575757;1067983;1638005;675018;7116;;4871679;40615558;;;9470694;;;9767532;;;;;11744454;;132294;;;;;337787;;;;;
2002;Junho;DF;2333342;60;3076100;2280316;115;6571976;1368209;11223522;12339864;362048443;481146434;45183470;11289608;32735496;41275579;88225;;344954522;207113725;;;81151610;;;23191129;;;;;84999028;;576544;;;;;78416519;;;;;
2002;Junho;ES;40208140;0;3007007;454295;1871971;30672922;5217392;4838000;32036;12782981;8442448;57744;6716310;1861221;478586;66167;;81626;42125740;;;10630801;;;7094566;;;;;4382801;;226982;;;;;629118;;;;;
2002;Junho;GO;13403498;427053;3229352;4180686;836017;9401614;3798751;6839486;14908;14731668;10813555;1083792;24322;1811088;607545;552086;;1451992;47686771;;;12637304;;;8763017;;;;;6120279;;218293;;;;;1037515;;;;;
2002;Junho;MA;1698458;516;808642;2467667;0;952955;887703;1980182;0;4371013;2620701;225561;255134;355436;133779;23074;;771128;9671309;;;3491718;;;1621231;;;;;4701130;;1634;;;;;32875565;;;;;
2002;Junho;MT;1599324;221391;978738;3311338;0;60852;781151;3189697;294;6793038;4178008;468379;92489;314527;58359;676268;;1726676;16931214;;;6149094;;;3791524;;;;;3849577;;22159;;;;;459848;;;;;
2002;Junho;MS;1358018;136547;1052307;56631;0;627781;857362;4825718;6856;4423898;5723868;302294;27506;342081;115446;302688;;466292;13274618;;;2974630;;;2700124;;;;;5329558;;18714;;;;;208142;;;;;
2002;Junho;MG;34522901;148847;12030280;9631123;64099578;16238296;59745449;27364374;2030427;67244474;64786218;20406166;21173576;8433434;5515949;79036;;14556222;276925988;;;66084813;;;29693236;;;;;26858314;;7524627;;;;;3038277;;;;;
2002;Junho;PA;1651932;127892;2771427;902124;0;1565902;1324181;3913284;2982113;8132776;9033249;707364;660685;1243115;392983;135326;;2888456;26871096;;;7206589;;;4671139;;;;;8917256;;338663;;;;;397289;;;;;
2002;Junho;PB;693448;0;1752042;1699537;0;609593;2311222;2724798;229;2614014;5996267;410161;35955;383285;317896;27447;;80535;12187450;;;3070724;;;3016316;;;;;9473831;;27024;;;;;160318;;;;;
2002;Junho;PR;49055456;893943;2946670;4095147;36776709;21368545;39670818;22838450;4157121;54301148;47882781;33976015;12810458;5532431;11067588;436476;;67460156;178353400;;;45306223;;;22586079;;;;;10382061;;592742;;;;;6336395;;;;;
2002;Junho;PE;9442602;27598;5370252;8267281;0;3716181;12787792;8119162;159426;21195914;20687338;4160092;1587626;2259108;1202474;121235;;2038402;73596822;;;19429519;;;8003012;;;;;13900232;;206483;;;;;9194325;;;;;
2002;Junho;PI;252568;0;692947;2353567;0;125667;485482;1888726;189595;2752377;2018630;1175070;5731;217255;117327;66812;;209105;7741017;;;2863513;;;1747607;;;;;3983456;;80012;;;;;98429;;;;;
2002;Junho;RJ;38178464;0;21900704;19868005;14566724;21626795;50025996;75382995;54619985;774272577;214580965;118018741;120050592;36016930;54762657;141051;;26014464;561099866;;;141244865;;;226646469;;;;;54409360;;3900158;;;;;19024971;;;;;
2002;Junho;RN;1856307;48695;1714141;1201417;4351;1036929;83521;2765282;193;2401823;5695809;686662;435424;493274;14827;26998;;72579;13949646;;;4861052;;;2011072;;;;;6642824;;185042;;;;;195785;;;;;
2002;Junho;RS;28309180;1047387;22263638;7387907;11704315;21672162;56978310;29718559;4812491;98978518;60786268;16086964;3113996;10713803;5865042;750411;;31670545;226159464;;;57823912;;;34636557;;;;;18190517;;5756415;;;;;3336318;;;;;
2002;Junho;RO;15708;0;637082;0;205;6181;11721;1667290;106;1695664;1872169;114497;2082;468595;8778;223037;;303801;6590349;;;1753132;;;1302969;;;;;10174637;;6533;;;;;115776;;;;;
2002;Junho;RR;699;35;283256;0;0;0;2912;573113;5645;45462;807493;12882;4938;37843;12418;34814;;6167;1409787;;;392925;;;347954;;;;;3708862;;405;;;;;51383;;;;;
2002;Junho;SC;12826367;10948;11631038;3027198;0;11739502;25919577;9790038;492355;34150008;23435371;4267026;1318704;3750005;1554807;140144;;7359352;108627549;;;22559787;;;15945421;;;;;11074139;;79467;;;;;926229;;;;;
2002;Junho;SP;310502464;1890733;53437302;42809462;91463538;197844957;402580213;161351445;111229962;540305497;535679122;575201399;265424229;94871104;212007721;1105944;;913262953;1554713263;;;361920591;;;214172396;;;;;31949482;;3929243;;;;;37040884;;;;;
2002;Junho;SE;1004842;0;1058272;4167005;0;611532;2043062;2535484;32728;3536388;4400216;576898;33264;186856;306086;52715;;1230557;9500774;;;3752475;;;1220394;;;;;4156569;;1666;;;;;150148;;;;;
2002;Junho;TO;1326;0;375898;4022;0;0;92565;621281;207;78256;44441;56273;108;66644;2714;128095;;19401;3637483;;;1035332;;;709314;;;;;1105764;;1339;;;;;75623;;;;;
2002;Julho;AC;2307;0;289968;0;0;62217;21882;668645;572;1072599;665689;201807;270;58808;5026;12995;;19206;1809130;;;641528;;;693459;;;;;1185592;;561;;;;;56705;;;;;
2002;Julho;AL;668329;0;1074054;635843;0;157286;33215;3637344;25579;4230039;3788834;233182;47588;543665;6235;41466;;125315;5407756;;;1261550;;;3004231;;;;;3392194;;461;;;;;225921;;;;;
2002;Julho;AP;155283;0;157858;0;0;62636;1023;518546;0;938579;1882177;11973;0;55824;0;3812;;0;1945456;;;566206;;;645496;;;;;3928652;;250;;;;;37652;;;;;
2002;Julho;AM;15032328;0;1099434;2150830;0;3244835;928167;3565305;16927;13096067;14451916;681461;2674349;14100136;1392772;16361;;276667;69943128;;;17867537;;;45846345;;;;;4367525;;41247;;;;;5405050;;;;;
2002;Julho;BA;23444655;1699;3729229;10477484;0;27280522;20838659;8717905;264625;32040513;28667773;15541955;4219801;6600593;2819897;334907;;17842555;77758342;;;23848060;;;45639660;;;;;11320193;;254697;;;;;1537667;;;;;
2002;Julho;CE;7299331;0;3480966;2896651;9037;2671932;3005651;7152357;1133154;54677882;15454255;8033390;1973371;2190826;990762;118722;;5783809;44063319;;;15392660;;;16212690;;;;;8955473;;79156;;;;;444468;;;;;
2002;Julho;DF;4249439;0;2795711;2981504;115;11029999;1533360;12684367;15112532;135559135;511847226;115176302;5923124;44242506;46673533;86524;;465448212;199076325;;;67251568;;;52303199;;;;;82565414;;6892;;;;;90523920;;;;;
2002;Julho;ES;63208909;0;2703618;400876;2041632;47258967;8279524;4913100;29939;25760164;11075192;1059889;3544257;2051689;675792;89225;;8485640;47514122;;;11333909;;;14051266;;;;;2815428;;221058;;;;;2278625;;;;;
2002;Julho;GO;8931399;680349;2982249;4874897;3035910;5112000;4542686;6761044;470399;22353160;12768376;3703395;246769;2000011;623452;517375;;1825163;45901596;;;10898036;;;15043285;;;;;4639143;;72744;;;;;548555;;;;;
2002;Julho;MA;2841120;0;754414;2246301;0;905361;814352;2257859;70665;4780152;4478384;645361;769006;514401;26639;148397;;1042212;9854354;;;3896157;;;3174696;;;;;5310999;;264;;;;;64358061;;;;;
2002;Julho;MT;1701939;36836;818265;3451001;0;541808;771348;3359824;106566;8951481;4954061;1819737;143169;523577;97135;592168;;2355451;16399444;;;6328162;;;6798668;;;;;4618754;;40373;;;;;377548;;;;;
2002;Julho;MS;1085752;362984;967858;120033;0;30108;792484;4801301;155803;7251329;4648992;2105863;36904;481715;156179;343832;;665027;16810562;;;2965408;;;4709499;;;;;3813319;;173215;;;;;236846;;;;;
2002;Julho;MG;47667764;297812;10769994;6675896;39550001;26210420;51099918;25974866;4585009;167419091;70764392;11948206;9812679;10341155;5160963;749238;;23959427;237127296;;;74474665;;;83052547;;;;;23006692;;9775546;;;;;5113847;;;;;
2002;Julho;PA;2679008;102423;2951081;1191313;0;1644902;1249939;4074031;3350820;26005006;10850092;795357;480277;1416953;475139;180915;;4551764;21411420;;;6871360;;;14072711;;;;;7305074;;475493;;;;;5343;;;;;
2002;Julho;PB;1958187;0;1504015;1911867;0;1889375;1839170;3049761;2457;4882539;5839254;186669;74835;442209;303489;35174;;181265;11106409;;;2976235;;;4367923;;;;;9677447;;17927;;;;;269353;;;;;
2002;Julho;PR;61532036;78845;1793936;3556869;28618974;25832371;33618783;23842310;3148310;97215821;63299346;52798691;8859095;6597216;13705766;443785;;92059012;170361412;;;47339563;;;49850240;;;;;9730906;;322328;;;;;10115912;;;;;
2002;Julho;PE;10972601;27571;4596354;8999602;0;4722553;13509673;8564601;979606;19062336;20733619;9269466;1899911;3080871;974262;116058;;2522427;51419115;;;15150610;;;13001734;;;;;12341849;;308221;;;;;15951801;;;;;
2002;Julho;PI;256948;36;666154;2689039;0;128163;420321;2025183;3174;3849642;2146784;2457942;272;423156;138947;62096;;247372;8486768;;;2929397;;;2807839;;;;;3179522;;5592;;;;;136005;;;;;
2002;Julho;RJ;52409352;1873;18956726;21094967;12298333;31781395;51647090;76689598;60129714;354056232;326647914;180111638;94201578;35223962;20621961;221791;;39162672;618903569;;;160793802;;;220494513;;;;;58239155;;4074736;;;;;24721586;;;;;
2002;Julho;RN;2138851;21806;1503840;1055939;0;728381;548787;3165057;63069;6190442;3428860;378495;391507;681378;22607;30638;;9709;13064288;;;4561408;;;3663786;;;;;3333622;;29274;;;;;562152;;;;;
2002;Julho;RS;35677374;1185342;20451704;8349081;13548889;26137277;55290835;32030043;14800484;126295171;69958796;23514911;5758020;15517551;7597916;565916;;39768269;222411401;;;55659007;;;70937941;;;;;14513007;;9485299;;;;;3033437;;;;;
2002;Julho;RO;53606;0;638788;0;205;32476;147855;1495273;13;3465522;2281844;276529;903;188204;10008;204432;;43673;6665539;;;2398364;;;2879551;;;;;5121494;;9228;;;;;139711;;;;;
2002;Julho;RR;1502;0;27869;0;0;118;6019;582666;5472;1218591;799812;1724;0;39235;19737;14588;;9589;1418049;;;55643;;;83776;;;;;2966015;;326;;;;;58968;;;;;
2002;Julho;SC;18564105;4667;10610904;5082344;0;18405416;23295214;10177698;1122653;54510859;27708939;7268605;1513252;4671127;1700777;181555;;8987256;100884053;;;29247030;;;34666406;;;;;7964567;;11473;;;;;896026;;;;;
2002;Julho;SP;412663013;1581883;46501297;46596085;82526821;250432655;383018463;164326410;162971089;1098155810;731396427;1100955834;242344263;107132217;257259129;1225346;;1182391110;1585379849;;;369220787;;;995825280;;;;;26318117;;2789442;;;;;40486819;;;;;
2002;Julho;SE;2175028;0;959384;3255626;0;922033;1516511;2468020;65831;3816720;3756695;66517;5461;22548;267349;4289;;1569870;8811387;;;3303589;;;2741039;;;;;1536234;;12804;;;;;122066;;;;;
2002;Julho;TO;341592;0;36418;39656;0;3799;410073;629489;1748;1714490;629436;30732;108;78807;8766;113316;;23316;3999667;;;1314693;;;1491778;;;;;75719;;1241;;;;;89784;;;;;
2002;Agosto;AC;413;0;29902;43;0;0;13128;576189;466;721431;613876;49548;1071;4734;1422;22777;;16557;1972198;;;757264;;;50604;;;;;1449923;;437;;;;;63102;;;;;
2002;Agosto;AL;843305;0;1145655;83514;0;113503;788564;2273742;3167;2080302;4095421;208194;846119;374772;63954;38416;;96743;6579519;;;1464122;;;1518748;;;;;3541018;;834;;;;;332095;;;;;
2002;Agosto;AP;58178;0;17239;336;5015;29133;16134;491858;0;511447;2034868;17216;0;70867;0;5849;;0;2196715;;;681761;;;441823;;;;;2824592;;128;;;;;1371983;;;;;
2002;Agosto;AM;14352952;0;1115837;1981437;13862;3271254;1103214;3292707;1456;14604275;12958717;1375133;2307464;1272038;1387543;27719;;359495;76051963;;;18996435;;;16325338;;;;;6247151;;34872;;;;;22829954;;;;;
2002;Agosto;BA;20922825;591572;4330694;7457488;0;30091869;25329774;7907095;5274080;18666811;23634592;19113403;2619659;4116863;2463733;594511;;13714383;96516014;;;28182526;;;22069901;;;;;13429104;;132634;;;;;12424555;;;;;
2002;Agosto;CE;10963827;47;3672570;3411612;3612;1986468;4334474;7058379;1026751;9622656;13081757;1973233;659743;1766804;902855;100897;;4752561;42759043;;;12094280;;;14765489;;;;;9063749;;373904;;;;;464211;;;;;
2002;Agosto;DF;4534852;0;2908910;2127227;115;7469117;1941949;10633104;42108078;85201087;490811445;39938731;4231752;52999125;39436079;94485;;382033442;224353359;;;73168570;;;97782984;;;;;85262971;;646446;;;;;118591785;;;;;
2002;Agosto;ES;56678605;10;2895930;385351;2936470;42239801;7609005;4811573;31462;14372223;10537142;556331;1515933;1872101;454377;9215;;1032839;52338626;;;11788426;;;7501667;;;;;6123331;;378194;;;;;5290383;;;;;
2002;Agosto;GO;9899518;572959;3285394;5327477;3665560;4702841;4196360;6629647;19698;14373905;10817291;1080448;357842;1647141;594819;646333;;1454940;49960420;;;11643404;;;10660837;;;;;5051868;;201142;;;;;505169;;;;;
2002;Agosto;MA;5037979;0;809209;2345978;0;5762791;61182;1889013;5698;3292329;3484097;204621;54577;44533;197335;124539;;834689;10383057;;;4161813;;;2357661;;;;;4196468;;6415;;;;;39377839;;;;;
2002;Agosto;MT;2607660;321818;94348;2580042;0;133229;87065;3004183;6726;4400430;4331411;457339;307717;40883;89398;769208;;1935720;18072653;;;6594511;;;4301957;;;;;4091954;;34666;;;;;300839;;;;;
2002;Agosto;MS;605626;236514;1051666;29057;0;161504;853226;4864246;170;4296043;4480181;380566;41012;35994;95648;439067;;625305;15498529;;;3478458;;;3160346;;;;;3933127;;31036;;;;;204143;;;;;
2002;Agosto;MG;44755322;144444;11504196;7678425;54783445;20768020;53198271;26746376;3327459;63164413;69283025;17348229;6342309;9136828;5803086;1120720;;17744430;290372618;;;77057043;;;48483392;;;;;27157352;;7803515;;;;;4462644;;;;;
2002;Agosto;PA;5372546;160027;2901992;997746;0;3976813;1527440;3523420;3522238;5845424;8445142;696717;363451;855018;493774;262638;;3157181;25198156;;;8678829;;;5025636;;;;;8112516;;74391;;;;;519897;;;;;
2002;Agosto;PB;1797481;0;1629231;1755990;0;1147066;2190790;2643469;281;3558154;6131401;447282;62877;503304;322492;52568;;108792;14042099;;;3283596;;;3604919;;;;;10401764;;3442;;;;;178318;;;;;
2002;Agosto;PR;68115927;1317008;2085444;5056443;28938150;26340263;36241446;22194570;2282732;38204501;45438521;50748500;8556937;6193540;11421232;854928;;75540389;214077877;;;57602020;;;35315987;;;;;12221489;;839329;;;;;4266420;;;;;
2002;Agosto;PE;12009727;263236;4823146;5448075;1729;4704058;14856818;7970322;248711;9687801;17214894;6030719;1418282;2909757;926296;975;;2219407;56508704;;;16521414;;;9469950;;;;;11753815;;129416;;;;;12679596;;;;;
2002;Agosto;PI;199562;42;693397;2501555;0;110906;58641;1888897;3113;2459888;1756534;505242;2905;189066;105285;196629;;202056;8811320;;;3213561;;;1913008;;;;;2432828;;9557;;;;;152109;;;;;
2002;Agosto;RJ;60693028;10;20383938;12082349;14953088;35915339;53584734;74713991;36950509;242624898;219596142;153428398;82341865;47918549;19862685;16392;;33518387;777412650;;;198024413;;;126621574;;;;;54328572;;5404692;;;;;66368815;;;;;
2002;Agosto;RN;2572032;39747;1614425;1004376;0;814226;793781;2681489;2727;3708828;6499150;185431;463782;673483;21176;38356;;87701;14491459;;;3814798;;;2119905;;;;;7952707;;126928;;;;;14089;;;;;
2002;Agosto;RS;40267658;1435113;22195559;9513987;12317435;27963748;60979263;31356599;7415035;63407718;68273577;20129459;3958930;14394600;5471212;877528;;35899085;312971655;;;63768027;;;38199240;;;;;20447285;;7119698;;;;;3212163;;;;;
2002;Agosto;RO;31068;0;650633;7559;205;27215;149411;1339825;337;2862718;2342555;72944;20632;2407;12967;195408;;350923;7516525;;;3016906;;;2064388;;;;;5128019;;8444;;;;;126211;;;;;
2002;Agosto;RR;2785;0;305444;0;0;0;7491;497484;1634;522416;908695;16841;0;110314;1258;31765;;5495;1553930;;;371693;;;375479;;;;;3199316;;209;;;;;41799;;;;;
2002;Agosto;SC;15011191;61697;11402815;2842697;883;15320033;23054445;9199002;356146;32198083;23721401;7993684;1710276;4281550;1462896;213277;;7826039;117198995;;;28641800;;;21380673;;;;;8435488;;11987;;;;;1012196;;;;;
2002;Agosto;SP;376543744;2110377;49950112;38865530;78000107;219570272;402552429;147234135;220343150;661858153;554163285;934124385;247270382;87379483;227048880;1965332;;984293592;1675451639;;;397106564;;;659033320;;;;;31336446;;4925184;;;;;35263396;;;;;
2002;Agosto;SE;958336;11254;1009564;3080092;0;69474;2316942;2114855;0;1585429;3919771;576027;11215;266422;240693;38822;;1355328;11081699;;;2669773;;;1493478;;;;;3455742;;2004;;;;;233988;;;;;
2002;Agosto;TO;385621;0;392184;45702;0;427358;109669;581215;156;831811;432609;29326;3182;104486;7735;126886;;18916;4562396;;;1442771;;;897338;;;;;692109;;1569;;;;;86602;;;;;
2002;Setembro;AC;53;0;300484;139;0;0;10022;663567;1114;887614;660894;40786;1099;213192;8263;99519;;22314;2174025;;;676427;;;612953;;;;;1246891;;569;;;;;43034;;;;;
2002;Setembro;AL;234806;0;1233114;77166;0;174846;584175;2362731;14;1620450;4571355;198806;208447;332347;64019;540058;;9214;8834019;;;3127852;;;1607643;;;;;3990227;;810;;;;;287053;;;;;
2002;Setembro;AP;17605;0;225412;0;8938;9326;20372;436919;0;1016047;1987044;17961;0;392854;10527;136204;;9127;3555072;;;586671;;;350379;;;;;5212682;;417;;;;;704334;;;;;
2002;Setembro;AM;16349582;0;1197606;2552227;0;4951725;1148740;3276092;20508;20620467;15685835;1919682;6148001;1292461;985183;226439;;373981;85170871;;;22654968;;;32649289;;;;;4658208;;153114;;;;;18307056;;;;;
2002;Setembro;BA;19673862;463396;4473374;11553561;0;21841483;23457527;8457543;9323529;18438875;20711174;14165814;359524666;3982996;2648051;3901184;;16148856;94016188;;;27550545;;;21237761;;;;;6791035;;178842;;;;;2601110;;;;;
2002;Setembro;CE;7768987;227;3802249;3393537;9518;2145758;3004784;6832188;786959;9812021;14514668;1678465;1283369;2137369;732495;831458;;4724313;48617501;;;18238805;;;12884927;;;;;10401859;;183734;;;;;15953380;;;;;
2002;Setembro;DF;2667849;301;3182961;2739566;115;1918121;2363192;10202395;23448252;80278278;424293620;63101217;2819666;41221751;59557425;937597;;379708394;224112247;;;83123900;;;39881545;;;;;71688713;;764341;;;;;95563897;;;;;
2002;Setembro;ES;54839160;163;3027947;171411;230762;42509096;7454638;4736855;41896;11788745;9180326;1977408;620071;2093694;952376;1475633;;841875;47784116;;;11490647;;;8477182;;;;;3217400;;221835;;;;;3495223;;;;;
2002;Setembro;GO;13458595;780018;3421266;5435940;743267;8754222;4360109;7381481;5373;12385260;11452422;1376525;470757;1437410;1231182;7195421;;1457976;53844602;;;12043633;;;11531583;;;;;4349487;;222699;;;;;445385;;;;;
2002;Setembro;MA;3568290;20069;829659;2556117;0;1468523;763085;1835431;108;2858271;2519621;3008582;110848;402249;138803;738857;;1518743;10496488;;;4184602;;;1969964;;;;;6051452;;4657;;;;;61029626;;;;;
2002;Setembro;MT;548411;271551;979983;3810272;0;92772;1014715;2970421;3858;4633189;4129899;704489;66202;426794;103587;5583766;;1864676;18425295;;;6249032;;;4523046;;;;;2789994;;27749;;;;;328828;;;;;
2002;Setembro;MS;413461;632117;1125103;28468;0;61765;849247;4849173;1386;3772160;4130280;406713;165608;41233;138572;5781545;;567194;16616129;;;3640468;;;3425443;;;;;2999341;;28249;;;;;205548;;;;;
2002;Setembro;MG;38267521;40698;12168922;9015154;59722016;17399501;67140994;26037674;849575;89698233;62672196;11957888;15104850;11220739;5126846;13227543;;17763004;314689320;;;92441021;;;56458491;;;;;19094201;;8784476;;;;;2953997;;;;;
2002;Setembro;PA;3105683;228948;3131073;1063051;0;1139536;1428754;3456258;150;7312836;11043446;873627;931256;1135638;548744;1133284;;3424702;25236322;;;7614618;;;4328660;;;;;7781049;;149462;;;;;466794;;;;;
2002;Setembro;PB;1811769;28381;1637742;1640296;0;1100821;2679399;2773813;1348;4567822;5162392;254957;246914;1801265;326467;389335;;81414;14146515;;;3791354;;;3429567;;;;;8138882;;30789;;;;;321508;;;;;
2002;Setembro;PR;60146234;1244634;2598996;5170165;36583588;30164306;43387288;22650879;13367195;43316442;48209596;38829334;6174337;5898042;10184273;15046236;;71862648;274422251;;;52132666;;;36781828;;;;;9766697;;1027654;;;;;2800264;;;;;
2002;Setembro;PE;12517567;49637;5208420;6039560;0;4600644;14298217;8314269;155636;14393080;16340148;3878789;5155476;2907685;966966;869667;;2604772;67273581;;;19229790;;;9774514;;;;;9357406;;403013;;;;;2692805;;;;;
2002;Setembro;PI;386143;1507;749537;2278484;0;299514;525442;1740796;2659;2206318;1523552;71352;75552;222542;53486;722068;;181575;7230144;;;2909194;;;1684899;;;;;2100919;;1215;;;;;125128;;;;;
2002;Setembro;RJ;51344855;483;20817037;18706105;16150660;34521751;57978103;77245669;20339281;2465026972;218632722;109280191;138392800;83483837;22309962;2862092;;31639402;690700237;;;198082593;;;289546730;;;;;33257232;;4609740;;;;;36910152;;;;;
2002;Setembro;RN;2047787;28245;1675988;1260065;58;566349;592007;2394551;910;4218541;4646392;203715;519926;562047;24628;308525;;80173;14529801;;;3695799;;;2139482;;;;;5296472;;46595;;;;;2206976;;;;;
